"Store No.","Name","Latitude","Longitude","Address","Street","City","State","Zip_Code","County","Phone","Open Hours","URL","Provider","Category","Updated Date","Country","Status","Direction URL"
"3275","Sonic Drive-In 2787 Murfreesboro Pike (Murfreesboro Pike & Morris Gentry Bv)","36.06786122","-86.63216297","2787 Murfreesboro Pike (Murfreesboro Pike & Morris Gentry Bv), Antioch, TN, 37013","2787 Murfreesboro Pike (Murfreesboro Pike & Morris Gentry Bv)","Antioch","TN","37013","Davidson","615-360-6630 | 866-657-6642","monday :- 6:00am - 11:00pm | tuesday :- 6:00am - 11:00pm | wednesday :- 6:00am - 11:00pm | thursday :- 6:00am - 11:00pm | friday :- 6:00am - 12:00am | saturday :- 6:00am - 10:00pm | sunday :- 8:00am - 11:00pm","https://locations.sonicdrivein.com/tn/antioch/2787-murfreesboro-pike-murfreesboro-pike-morris-gentry-bv.html","Sonicdrivein","Food Chains","2023-04-25","USA","Open","https://www.google.com/maps/dir/Current+Location/2787+Murfreesboro+Pike+(Murfreesboro+Pike+&+Morris+Gentry+Bv),+Antioch,+TN,+37013,+USA/"
"4034","Sonic Drive-In 11050 Highway 51 South #13","35.44779258","-89.78353626","11050 Highway 51 South 13, Atoka, TN, 38004","11050 Highway 51 South 13","Atoka","TN","38004","Tipton","866-657-6642 | 901-837-1614","monday :- 7:00am - 10:00pm | tuesday :- 7:00am - 10:00pm | wednesday :- 7:00am - 10:00pm | thursday :- 7:00am - 10:00pm | friday :- 7:00am - 11:00pm | saturday :- 7:00am - 11:00pm | sunday :- 11:00am - 10:00pm","https://locations.sonicdrivein.com/tn/atoka/11050-highway-51-south-13.html","Sonicdrivein","Food Chains","2023-04-25","USA","Open","https://www.google.com/maps/dir/Current+Location/11050+Highway+51+South+13,+Atoka,+TN,+38004,+USA/"
"034363","Taco Bell Hermitage","36.21560451","-86.59967284","4442 Lebanon Road, Hermitage, TN, 37076","4442 Lebanon Road","Hermitage","TN","37076","Davidson","615-883-0017","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/hermitage/4442-lebanon-road.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/4442+Lebanon+Road,+Hermitage,+TN,+37076,+USA/"
"009435","Taco Bell Nashville","36.1296396","-86.7140498","990 Murfreesboro Road, Nashville, TN, 37217","990 Murfreesboro Road","Nashville","TN","37217","Davidson","615-366-1030","monday:9:00-20:00|tuesday:9:00-20:00|wednesday:9:00-20:00|thursday:9:00-20:00|friday:9:00-20:00|saturday:9:00-20:00|sunday:9:00-20:00","https://locations.tacobell.com/tn/nashville/990-murfreesboro-road.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/990+Murfreesboro+Road,+Nashville,+TN,+37217,+USA/"
"J718232","Taco Bell Atoka","35.44580254","-89.7859325","11200 Highway 51 South, Atoka, TN, 38004","11200 Highway 51 South","Atoka","TN","38004","Tipton","901-837-8226","monday:10:30-22:00|tuesday:10:30-22:00|wednesday:10:30-22:00|thursday:10:30-22:00|friday:10:30-23:00|saturday:10:30-23:00|sunday:10:30-21:00","https://locations.tacobell.com/tn/atoka/11200-highway-51-south.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/11200+Highway+51+South,+Atoka,+TN,+38004,+USA/"
"023217","Taco Bell Crossville","35.95996461","-84.98513952","197 Peavine Rd, Crossville, TN, 38555","197 Peavine Rd","Crossville","TN","38555","Cumberland","931-456-4439","monday:7:00-23:00|tuesday:7:00-23:00|wednesday:7:00-23:00|thursday:7:00-23:00|friday:7:00-23:00|saturday:7:00-23:00|sunday:7:00-23:00","https://locations.tacobell.com/tn/crossville/197-peavine-rd-.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/197+Peavine+Rd,+Crossville,+TN,+38555,+USA/"
"040624","Taco Bell Johnson City","36.30169171","-82.36688994","1276 Gilbreath Drive, Johnson City, TN, 37614","1276 Gilbreath Drive","Johnson City","TN","37614","Washington","","","https://locations.tacobell.com/tn/johnson-city/1276-gilbreath-drive.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1276+Gilbreath+Drive,+Johnson+City,+TN,+37614,+USA/"
"036436","Taco Bell Monterey","36.14145551","-85.26785666","450 East Stratton Ave, Monterey, TN, 38574","450 East Stratton Ave","Monterey","TN","38574","Putnam","931-584-0141","monday:7:00-23:00|tuesday:7:00-23:00|wednesday:7:00-23:00|thursday:7:00-23:00|friday:7:00-23:00|saturday:7:00-23:00|sunday:7:00-23:00","https://locations.tacobell.com/tn/monterey/450-east-stratton-ave.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/450+East+Stratton+Ave,+Monterey,+TN,+38574,+USA/"
"029039","Taco Bell Kingsport","36.53172336","-82.52800734","1221 North Eastman Road, Kingsport, TN, 37664","1221 North Eastman Road","Kingsport","TN","37664","Sullivan","423-378-4877","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/kingsport/1221-north-eastman-road.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1221+North+Eastman+Road,+Kingsport,+TN,+37664,+USA/"
"029007","Taco Bell Chattanooga","35.08916057","-85.18645674","4786 Hwy 58, Chattanooga, TN, 37416","4786 Hwy 58","Chattanooga","TN","37416","Hamilton","423-899-6118","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/chattanooga/4786-hwy-58.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/4786+Hwy+58,+Chattanooga,+TN,+37416,+USA/"
"035143","Taco Bell Memphis","35.21689404","-89.99073748","2183 Frayser Blvd, Memphis, TN, 38127","2183 Frayser Blvd","Memphis","TN","38127","Shelby","901-357-9832","","https://locations.tacobell.com/tn/memphis/2183-frayser-blvd-.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2183+Frayser+Blvd,+Memphis,+TN,+38127,+USA/"
"040571","Taco Bell Chattanooga","35.062676","-85.137923","3009 Silverdale Rd, Chattanooga, TN, 37421","3009 Silverdale Rd","Chattanooga","TN","37421","Hamilton","423-219-5417","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/chattanooga/3009-silverdale-rd-.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/3009+Silverdale+Rd,+Chattanooga,+TN,+37421,+USA/"
"032328","Taco Bell Memphis","35.06228589","-89.88636277","5320 Knight Arnold Rd, Memphis, TN, 38118","5320 Knight Arnold Rd","Memphis","TN","38118","Shelby","901-360-9985","monday:9:00-20:00|tuesday:9:00-20:00|wednesday:9:00-20:00|thursday:9:00-20:00|friday:9:00-20:00|saturday:9:00-20:00|sunday:9:00-20:00","https://locations.tacobell.com/tn/memphis/5320-knight-arnold-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/5320+Knight+Arnold+Rd,+Memphis,+TN,+38118,+USA/"
"032310","Taco Bell Memphis","35.06810042","-89.94487524","3569 Democrat Rd, Memphis, TN, 38118","3569 Democrat Rd","Memphis","TN","38118","Shelby","901-795-4325","monday:9:00-20:00|tuesday:9:00-20:00|wednesday:9:00-20:00|thursday:9:00-20:00|friday:9:00-20:00|saturday:9:00-20:00|sunday:9:00-20:00","https://locations.tacobell.com/tn/memphis/3569-democrat-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/3569+Democrat+Rd,+Memphis,+TN,+38118,+USA/"
"020130","Taco Bell Nashville","36.13948557","-86.88071943","6540 Charlotte Pike, Nashville, TN, 37209","6540 Charlotte Pike","Nashville","TN","37209","Davidson","615-353-5665","monday:9:00-21:00|tuesday:9:00-21:00|wednesday:9:00-21:00|thursday:9:00-21:00|friday:9:00-21:00|saturday:9:00-21:00|sunday:9:00-21:00","https://locations.tacobell.com/tn/nashville/6540-charlotte-pike.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/6540+Charlotte+Pike,+Nashville,+TN,+37209,+USA/"
"030252","Taco Bell Knoxville","35.90411834","-84.14302813","401 Lovell Rd, Knoxville, TN, 37922","401 Lovell Rd","Knoxville","TN","37922","Knox","865-288-7885","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/knoxville/401-lovell-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/401+Lovell+Rd,+Knoxville,+TN,+37922,+USA/"
"004189","Taco Bell Franklin","35.91516647","-86.83089596","1208 Murfreesboro Rd, Franklin, TN, 37064","1208 Murfreesboro Rd","Franklin","TN","37064","Williamson","615-595-9335","monday:9:00-23:00|tuesday:9:00-23:00|wednesday:9:00-23:00|thursday:9:00-23:00|friday:9:00-23:00|saturday:9:00-23:00|sunday:9:00-23:00","https://locations.tacobell.com/tn/franklin/1208-murfreesboro-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1208+Murfreesboro+Rd,+Franklin,+TN,+37064,+USA/"
"034428","Taco Bell Clarksville","36.5936223","-87.2883756","3055 Wilma Rudolph Blvd, Clarksville, TN, 37040","3055 Wilma Rudolph Blvd","Clarksville","TN","37040","Montgomery","931-647-2981","monday:7:00-22:00|tuesday:7:00-22:00|wednesday:7:00-22:00|thursday:7:00-22:00|friday:7:00-22:00|saturday:7:00-22:00|sunday:7:00-22:00","https://locations.tacobell.com/tn/clarksville/3055-wilma-rudolph-blvd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/3055+Wilma+Rudolph+Blvd,+Clarksville,+TN,+37040,+USA/"
"032165","Taco Bell Kingsport","36.48073455","-82.49539867","4409 Fort Henry Drive, Kingsport, TN, 37663","4409 Fort Henry Drive","Kingsport","TN","37663","Sullivan","423-239-6418","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/kingsport/4409-fort-henry-drive.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/4409+Fort+Henry+Drive,+Kingsport,+TN,+37663,+USA/"
"015360","Taco Bell Alcoa","35.81643031","-83.98044357","2612 Alcoa Hwy, Alcoa, TN, 37701","2612 Alcoa Hwy","Alcoa","TN","37701","Blount","865-681-8110","monday:6:30-0|tuesday:6:30-0|wednesday:6:30-0|thursday:6:30-0|friday:6:30-0|saturday:6:30-0|sunday:6:30-22:00","https://locations.tacobell.com/tn/alcoa/2612-alcoa-hwy.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2612+Alcoa+Hwy,+Alcoa,+TN,+37701,+USA/"
"036404","Taco Bell Seymour","35.86937211","-83.75398028","11524 Chapman Highway, Seymour, TN, 37865","11524 Chapman Highway","Seymour","TN","37865","Sevier","865-577-3430","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/seymour/11524-chapman-highway.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/11524+Chapman+Highway,+Seymour,+TN,+37865,+USA/"
"036227","Taco Bell Gallatin","36.34400555","-86.52824871","2057 Nashville Pike, Gallatin, TN, 37066","2057 Nashville Pike","Gallatin","TN","37066","Sumner","615-675-0035","monday:8:00-22:00|tuesday:8:00-22:00|wednesday:8:00-22:00|thursday:8:00-22:00|friday:8:00-22:00|saturday:8:00-22:00|sunday:8:00-22:00","https://locations.tacobell.com/tn/gallatin/2057-nashville-pike.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2057+Nashville+Pike,+Gallatin,+TN,+37066,+USA/"
"035145","Taco Bell Memphis","35.20866612","-89.89520735","3045 Covington Pike, Memphis, TN, 38128","3045 Covington Pike","Memphis","TN","38128","Shelby","901-372-1234","monday:10:00-22:00|tuesday:10:00-22:00|wednesday:10:00-22:00|thursday:10:00-22:00|friday:10:00-22:00|saturday:10:00-22:00|sunday:10:00-22:00","https://locations.tacobell.com/tn/memphis/3045-covington-pike.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/3045+Covington+Pike,+Memphis,+TN,+38128,+USA/"
"034360","Taco Bell Lebanon","36.18399149","-86.29749469","823 S Cumberland Street, Lebanon, TN, 37087","823 S Cumberland Street","Lebanon","TN","37087","Wilson","615-449-4858","monday:8:00-22:00|tuesday:8:00-22:00|wednesday:8:00-22:00|thursday:8:00-22:00|friday:8:00-22:00|saturday:8:00-22:00|sunday:8:00-22:00","https://locations.tacobell.com/tn/lebanon/823-s--cumberland-street.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/823+S+Cumberland+Street,+Lebanon,+TN,+37087,+USA/"
"005389","Taco Bell Nashville","36.08728737","-86.69391043","324 Harding Place, Nashville, TN, 37211","324 Harding Place","Nashville","TN","37211","Davidson","615-331-4515","monday:7:00-22:00|tuesday:7:00-22:00|wednesday:7:00-22:00|thursday:7:00-22:00|friday:7:00-22:00|saturday:7:00-22:00|sunday:7:00-22:00","https://locations.tacobell.com/tn/nashville/324-harding-place.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/324+Harding+Place,+Nashville,+TN,+37211,+USA/"
"034366","Taco Bell Madison","36.30375826","-86.69201962","2100 Gallatin Pike N, Madison, TN, 37115","2100 Gallatin Pike N","Madison","TN","37115","Davidson","615-859-6493","monday:7:00-20:00|tuesday:7:00-20:00|wednesday:7:00-20:00|thursday:7:00-20:00|friday:7:00-20:00|saturday:7:00-20:00|sunday:7:00-20:00","https://locations.tacobell.com/tn/madison/2100-gallatin-pike-n-.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2100+Gallatin+Pike+N,+Madison,+TN,+37115,+USA/"
"035149","Taco Bell Memphis","35.03076874","-90.02476461","4330 Elvis Presley Blvd, Memphis, TN, 38116","4330 Elvis Presley Blvd","Memphis","TN","38116","Shelby","901-398-9755","monday:10:00-22:00|tuesday:10:00-22:00|wednesday:10:00-22:00|thursday:10:00-22:00|friday:10:00-22:00|saturday:10:00-22:00|sunday:10:00-22:00","https://locations.tacobell.com/tn/memphis/4330-elvis-presley-blvd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/4330+Elvis+Presley+Blvd,+Memphis,+TN,+38116,+USA/"
"031701","Taco Bell Hohenwald","35.557969","-87.533029","551-B East Main St, Hohenwald, TN, 38462","551-B East Main St","Hohenwald","TN","38462","Lewis","931-306-5055","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/hohenwald/551-b-east-main-st.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/551-B+East+Main+St,+Hohenwald,+TN,+38462,+USA/"
"034958","Taco Bell Columbia","35.63578345","-87.01500084","127 Bear Creek Pike, Columbia, TN, 38401","127 Bear Creek Pike","Columbia","TN","38401","Maury","931-388-3313","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/columbia/127-bear-creek-pike.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/127+Bear+Creek+Pike,+Columbia,+TN,+38401,+USA/"
"029053","Taco Bell Knoxville","35.92453841","-84.06710494","8615 Walbrook Dr, Knoxville, TN, 37923","8615 Walbrook Dr","Knoxville","TN","37923","Knox","865-769-4754","monday:9:00-20:00|tuesday:9:00-20:00|wednesday:9:00-20:00|thursday:9:00-20:00|friday:9:00-20:00|saturday:9:00-20:00|sunday:9:00-20:00","https://locations.tacobell.com/tn/knoxville/8615-walbrook-dr.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/8615+Walbrook+Dr,+Knoxville,+TN,+37923,+USA/"
"G135458","Taco Bell Ardmore","34.99229468","-86.84146205","30019 Highway 110, Ardmore, TN, 38449","30019 Highway 110","Ardmore","TN","38449","Giles","931-427-8070","monday:6:00-23:00|tuesday:6:00-23:00|wednesday:6:00-23:00|thursday:6:00-23:00|friday:6:00-23:00|saturday:6:00-23:00|sunday:6:00-23:00","https://locations.tacobell.com/tn/ardmore/30019-highway-110.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/30019+Highway+110,+Ardmore,+TN,+38449,+USA/"
"029025","Taco Bell Bristol","36.57198389","-82.1931839","1111 Volunteer Parkway, Bristol, TN, 37620","1111 Volunteer Parkway","Bristol","TN","37620","Sullivan","423-764-5154","monday:9:00-21:00|tuesday:9:00-21:00|wednesday:9:00-21:00|thursday:9:00-21:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-21:00","https://locations.tacobell.com/tn/bristol/1111-volunteer-parkway.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1111+Volunteer+Parkway,+Bristol,+TN,+37620,+USA/"
"037050","Taco Bell Wartburg","36.10306709","-84.58455686","1114 Knoxville Highway, Wartburg, TN, 37887","1114 Knoxville Highway","Wartburg","TN","37887","Morgan","423-345-6050","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/wartburg/1114-knoxville-highway.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1114+Knoxville+Highway,+Wartburg,+TN,+37887,+USA/"
"029016","Taco Bell Johnson City","36.31204747","-82.38764606","2100 West Market Street, Johnson City, TN, 37604","2100 West Market Street","Johnson City","TN","37604","Washington","423-929-2644","monday:8:00-22:00|tuesday:8:00-22:00|wednesday:8:00-22:00|thursday:8:00-22:00|friday:8:00-22:00|saturday:8:00-22:00|sunday:8:00-22:00","https://locations.tacobell.com/tn/johnson-city/2100-west-market-street.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2100+West+Market+Street,+Johnson+City,+TN,+37604,+USA/"
"032309","Taco Bell Memphis","35.12491712","-90.05452931","826 S Third, Memphis, TN, 38106","826 S Third","Memphis","TN","38106","Shelby","901-948-5008","monday:9:00-20:00|tuesday:9:00-20:00|wednesday:9:00-20:00|thursday:9:00-20:00|friday:9:00-20:00|saturday:9:00-20:00|sunday:9:00-20:00","https://locations.tacobell.com/tn/memphis/826-s-third.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/826+S+Third,+Memphis,+TN,+38106,+USA/"
"029013","Taco Bell Chattanooga","35.00998233","-85.15450239","7796 E Brainerd Rd, Chattanooga, TN, 37421","7796 E Brainerd Rd","Chattanooga","TN","37421","Hamilton","423-892-9034","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/chattanooga/7796-e-brainerd-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/7796+E+Brainerd+Rd,+Chattanooga,+TN,+37421,+USA/"
"032311","Taco Bell Memphis","35.13614864","-90.01329892","1447 Union Ave, Memphis, TN, 38104","1447 Union Ave","Memphis","TN","38104","Shelby","901-272-9733","monday:9:00-20:00|tuesday:9:00-20:00|wednesday:9:00-20:00|thursday:9:00-20:00|friday:9:00-20:00|saturday:9:00-20:00|sunday:9:00-20:00","https://locations.tacobell.com/tn/memphis/1447-union-ave.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1447+Union+Ave,+Memphis,+TN,+38104,+USA/"
"034426","Taco Bell Nashville","36.04832683","-86.71312972","5510 Nolensville Rd, Nashville, TN, 37211","5510 Nolensville Rd","Nashville","TN","37211","Davidson","615-832-3136","monday:7:00-21:00|tuesday:7:00-21:00|wednesday:7:00-21:00|thursday:7:00-21:00|friday:7:00-0|saturday:8:00-21:00|sunday:8:00-21:00","https://locations.tacobell.com/tn/nashville/5510-nolensville-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/5510+Nolensville+Rd,+Nashville,+TN,+37211,+USA/"
"003168","Taco Bell Nashville","36.23161413","-86.75853029","3121 Dickerson Pike, Nashville, TN, 37207","3121 Dickerson Pike","Nashville","TN","37207","Davidson","615-226-6303","monday:8:00-21:00|tuesday:8:00-21:00|wednesday:8:00-21:00|thursday:8:00-21:00|friday:8:00-21:00|saturday:8:00-21:00|sunday:8:00-21:00","https://locations.tacobell.com/tn/nashville/3121-dickerson-pike.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/3121+Dickerson+Pike,+Nashville,+TN,+37207,+USA/"
"023043","Taco Bell Lebanon","36.22087347","-86.34445623","1672 West Main St, Lebanon, TN, 37087","1672 West Main St","Lebanon","TN","37087","Wilson","615-453-4225","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/lebanon/1672-west-main-st-.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1672+West+Main+St,+Lebanon,+TN,+37087,+USA/"
"036466","Taco Bell Nashville","36.16270554","-86.77604333","131 2nd Avenue North, Nashville, TN, 37201","131 2nd Avenue North","Nashville","TN","37201","Davidson","629-236-2726","monday:10:00-1:45|tuesday:10:00-1:45|wednesday:10:00-1:45|thursday:10:00-1:45|friday:10:00-2:45|saturday:10:00-2:45|sunday:10:00-1:45","https://locations.tacobell.com/tn/nashville/131-2nd-avenue-north.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/131+2nd+Avenue+North,+Nashville,+TN,+37201,+USA/"
"036415","Taco Bell Clinton","36.16591888","-84.08423379","2315 N Charles G Seivers Blvd, Clinton, TN, 37716","2315 N Charles G Seivers Blvd","Clinton","TN","37716","Anderson","865-290-0205","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/clinton/2315-n-charles-g-seivers-blvd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/2315+N+Charles+G+Seivers+Blvd,+Clinton,+TN,+37716,+USA/"
"034694","Taco Bell Jackson","35.67530043","-88.78034591","117 Parkstone Place, Jackson, TN, 38305","117 Parkstone Place","Jackson","TN","38305","Madison","731-265-4698","monday:10:00-22:00|tuesday:10:00-22:00|wednesday:10:00-22:00|thursday:10:00-22:00|friday:10:00-22:00|saturday:10:00-22:00|sunday:10:00-22:00","https://locations.tacobell.com/tn/jackson/117-parkstone-place.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/117+Parkstone+Place,+Jackson,+TN,+38305,+USA/"
"016818","Taco Bell Dayton","35.51297707","-84.99908132","7761 Rhea County Highway, Dayton, TN, 37321","7761 Rhea County Highway","Dayton","TN","37321","Rhea","423-570-8782","monday:8:00-22:00|tuesday:8:00-22:00|wednesday:8:00-22:00|thursday:8:00-22:00|friday:8:00-22:00|saturday:8:00-22:00|sunday:8:00-22:00","https://locations.tacobell.com/tn/dayton/7761-rhea-county-highway.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/7761+Rhea+County+Highway,+Dayton,+TN,+37321,+USA/"
"029046","Taco Bell Ooltewah","35.08375987","-85.06273764","9210 Lee Hwy, Ooltewah, TN, 37363","9210 Lee Hwy","Ooltewah","TN","37363","Hamilton","423-238-4929","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/ooltewah/9210-lee-hwy.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/9210+Lee+Hwy,+Ooltewah,+TN,+37363,+USA/"
"004254","Taco Bell Manchester","35.45776196","-86.05468526","49 Scott Swinney Dr, Manchester, TN, 37355","49 Scott Swinney Dr","Manchester","TN","37355","Coffee","931-728-8550","monday:7:00-22:00|tuesday:7:00-22:00|wednesday:7:00-22:00|thursday:7:00-22:00|friday:7:00-22:00|saturday:7:00-22:00|sunday:7:00-22:00","https://locations.tacobell.com/tn/manchester/49-scott-swinney-dr.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/49+Scott+Swinney+Dr,+Manchester,+TN,+37355,+USA/"
"004843","Taco Bell Franklin","35.96452438","-86.81155502","1715 Galleria Blvd, Franklin, TN, 37067","1715 Galleria Blvd","Franklin","TN","37067","Williamson","615-771-7745","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/franklin/1715-galleria-blvd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/1715+Galleria+Blvd,+Franklin,+TN,+37067,+USA/"
"031540","Taco Bell Powell","36.05268571","-83.9909385","611 East Emory Rd, Powell, TN, 37849","611 East Emory Rd","Powell","TN","37849","Knox","865-938-3512","monday:9:00-22:00|tuesday:9:00-22:00|wednesday:9:00-22:00|thursday:9:00-22:00|friday:9:00-22:00|saturday:9:00-22:00|sunday:9:00-22:00","https://locations.tacobell.com/tn/powell/611-east-emory-rd.html","Taco Bell","Food Chains","2023-05-10","USA","Open","https://www.google.com/maps/dir/Current+Location/611+East+Emory+Rd,+Powell,+TN,+37849,+USA/"
