Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density, Adults with Obesity
04169,Melrose Music City,36.12029,-86.775593,"2619 8th Ave S, Nashville, TN, 37204",2619 8th Ave S,Nashville,TN,37204,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
05047,Highway 66,35.884352,-83.573752,"770 Winfield Dunn Pkwy, Sevierville, TN, 37876",770 Winfield Dunn Pkwy,Sevierville,TN,37876,Sevier,Chick-Fil-A,Food Chains,99517.0,0.0014871830943456897,44.0
01130,Collierville,35.04674467,-89.69698242,"1036 W Poplar Ave, Collierville, TN, 38017",1036 W Poplar Ave,Collierville,TN,38017,Shelby,Chick-Fil-A,Food Chains,924454.0,0.0007680209074761967,34.9
04259,Church Street - Nashville,36.156404,-86.795173,"1622 Church St, Nashville, TN, 37203",1622 Church St,Nashville,TN,37203,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
80197,Erlanger Health Systems,35.0481,-85.28925448,"975 E 3rd St, Chattanooga, TN, 37403",975 E 3rd St,Chattanooga,TN,37403,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
80377,Austin Peay State University,36.53281,-87.35395314,"601 College St Morgan Center University, Clarksville, TN, 37044",601 College St Morgan Center University,Clarksville,TN,37044,Montgomery,Chick-Fil-A,Food Chains,227900.0,0.0007591048705572619,36.2
80696,University Of Tennessee Health Science Center,35.14067,-90.03047,"910 Madison Ave The Plaza, Memphis, TN, 38103",910 Madison Ave The Plaza,Memphis,TN,38103,Shelby,Chick-Fil-A,Food Chains,924454.0,0.0007680209074761967,34.9
01601,Cookeville,36.137631,-85.508691,"1370 Interstate Dr, Cookeville, TN, 38501",1370 Interstate Dr,Cookeville,TN,38501,Putnam,Chick-Fil-A,Food Chains,81188.0,0.0011947578459870916,28.3
04080,East Ridge,34.99118,-85.20118,"639 Camp Jordan Pkwy, Chattanooga, TN, 37412",639 Camp Jordan Pkwy,Chattanooga,TN,37412,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
02868,West Market Street,36.31096,-82.38829,"2103 W Market St, Johnson City, TN, 37604",2103 W Market St,Johnson City,TN,37604,Washington,Chick-Fil-A,Food Chains,134236.0,0.0009386453708394171,33.9
04615,Summer Ave,35.148319,-89.905465,"4649 Summer Ave, Memphis, TN, 38122",4649 Summer Ave,Memphis,TN,38122,Shelby,Chick-Fil-A,Food Chains,924454.0,0.0007680209074761967,34.9
00764,Sevierville,35.83794,-83.57177,"1432 Parkway, Sevierville, TN, 37862",1432 Parkway,Sevierville,TN,37862,Sevier,Chick-Fil-A,Food Chains,99517.0,0.0014871830943456897,44.0
02886,Charlotte Pike,36.14023653,-86.87969636,"6500 Charlotte Pike, Nashville, TN, 37209",6500 Charlotte Pike,Nashville,TN,37209,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
04211,Berry Farms,35.86077,-86.83902,"203 Lathram Lane, Franklin, TN, 37064",203 Lathram Lane,Franklin,TN,37064,Williamson,Chick-Fil-A,Food Chains,255735.0,0.0009345611668328544,22.5
01220,Thoroughbred Square,35.94414,-86.82076,"3063 Mallory Ln, Franklin, TN, 37067",3063 Mallory Ln,Franklin,TN,37067,Williamson,Chick-Fil-A,Food Chains,255735.0,0.0009345611668328544,22.5
02980,Fountain City,36.03164,-83.92939,"5100 N Broadway St, Knoxville, TN, 37918",5100 N Broadway St,Knoxville,TN,37918,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
00447,Wolfchase Galleria,35.201239,-89.787405,"2760 N Germantown Pkwy Ste 268, Memphis, TN, 38133",2760 N Germantown Pkwy Ste 268,Memphis,TN,38133,Shelby,Chick-Fil-A,Food Chains,924454.0,0.0007680209074761967,34.9
00431,Coolsprings Galleria (Mall),35.95731,-86.81365,"1800 Galleria Blvd Ste 3060, Franklin, TN, 37067",1800 Galleria Blvd Ste 3060,Franklin,TN,37067,Williamson,Chick-Fil-A,Food Chains,255735.0,0.0009345611668328544,22.5
04522,Greeneville [Tn],36.179933,-82.776596,"2645 E Andrew Johnson Hwy, Greeneville, TN, 37745",2645 E Andrew Johnson Hwy,Greeneville,TN,37745,Greene,Chick-Fil-A,Food Chains,70621.0,0.0007363248891972642,37.6
00850,Oak Ridge,36.007043,-84.255105,"357 S Illinois Ave, Oak Ridge, TN, 37830",357 S Illinois Ave,Oak Ridge,TN,37830,Anderson,Chick-Fil-A,Food Chains,77576.0,0.0009023409301845932,33.5
80752,Nashville International Airport,36.133,-86.673,"1 Terminal Dr, Nashville, TN, 37214",1 Terminal Dr,Nashville,TN,37214,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
03927,Metrocenter (Tn) In-Line Dt,36.193039,-86.800474,"2120 Rosa L Parks Blvd Suite 105, Nashville, TN, 37228",2120 Rosa L Parks Blvd Suite 105,Nashville,TN,37228,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
01673,Madison Street,36.51407428,-87.31740594,"1626 Madison St, Clarksville, TN, 37043",1626 Madison St,Clarksville,TN,37043,Montgomery,Chick-Fil-A,Food Chains,227900.0,0.0007591048705572619,36.2
80562,Belmont University,36.13318,-86.7952498,"2000 Belmont Blvd Graphart Center, Nashville, TN, 37212",2000 Belmont Blvd Graphart Center,Nashville,TN,37212,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
00777,Stone Drive,36.550904,-82.528565,"1205 E Stone Dr, Kingsport, TN, 37660",1205 E Stone Dr,Kingsport,TN,37660,Sullivan,Chick-Fil-A,Food Chains,159265.0,0.0009606630458669514,33.3
04214,Hwy 96,35.915568,-86.836731,"1122 Murfreesboro Rd, Franklin, TN, 37064",1122 Murfreesboro Rd,Franklin,TN,37064,Williamson,Chick-Fil-A,Food Chains,255735.0,0.0009345611668328544,22.5
01991,Smyrna (Tn),35.984473,-86.553663,"470 W Sam Ridley Pkwy, Smyrna, TN, 37167",470 W Sam Ridley Pkwy,Smyrna,TN,37167,Rutherford,Chick-Fil-A,Food Chains,352182.0,0.0008319562044624654,33.3
03761,West Hills,35.928383,-84.035158,"7520 Kingston Pike, Knoxville, TN, 37919",7520 Kingston Pike,Knoxville,TN,37919,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
04384,One Bellevue,36.0788,-86.94726,"7606 Highway 70 S, Nashville, TN, 37221",7606 Highway 70 S,Nashville,TN,37221,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
80003,East Tennessee State University,36.301786,-82.366947,"Jl Seehorn Jr Dr Dp Culp Center, Johnson City, TN, 37601",Jl Seehorn Jr Dr Dp Culp Center,Johnson City,TN,37601,Washington,Chick-Fil-A,Food Chains,134236.0,0.0009386453708394171,33.9
80268,University Of Tennessee-Chattanooga,35.04836,-85.29874631,"615 Mccallie Ave 107 University Center, Chattanooga, TN, 37403",615 Mccallie Ave 107 University Center,Chattanooga,TN,37403,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
01481,Glenbrook,36.332099,-86.620361,"1033 Glenbrook Way, Hendersonville, TN, 37075",1033 Glenbrook Way,Hendersonville,TN,37075,Sumner,Chick-Fil-A,Food Chains,200557.0,0.0007080281416255728,27.2
03557,Tennessee Tower,36.163816,-86.785507,"312 Rosa L Parks, Nashville, TN, 37243",312 Rosa L Parks,Nashville,TN,37243,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
80156,Tennessee Tech University,36.17584,-85.50387016,"1000 N Dixie Roaden University Center, Cookeville, TN, 38505",1000 N Dixie Roaden University Center,Cookeville,TN,38505,Putnam,Chick-Fil-A,Food Chains,81188.0,0.0011947578459870916,28.3
01854,Providence Marketplace,36.165533,-86.513947,"401 S Mount Juliet Rd Ste 105, Mount Juliet, TN, 37122",401 S Mount Juliet Rd Ste 105,Mount Juliet,TN,37122,Wilson,Chick-Fil-A,Food Chains,151917.0,0.0008754780570969674,33.7
01235,Hunter's Crossing,35.7714,-83.98899,"1031 Hunters Xing, Alcoa, TN, 37701",1031 Hunters Xing,Alcoa,TN,37701,Blount,Chick-Fil-A,Food Chains,137605.0,0.0006976490679844482,35.9
01233,Crown Point Plaza,36.00741,-84.01733,"6564 Clinton Hwy, Knoxville, TN, 37912",6564 Clinton Hwy,Knoxville,TN,37912,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
04941,Jackson [Tn],35.65849,-88.828828,"16 Tinker Hill Road, Jackson, TN, 38305",16 Tinker Hill Road,Jackson,TN,38305,Madison,Chick-Fil-A,Food Chains,98775.0,0.0012655024044545685,40.2
01157,Keith Street,35.19519,-84.85473,"3890 Keith St Nw, Cleveland, TN, 37312",3890 Keith St Nw,Cleveland,TN,37312,Bradley,Chick-Fil-A,Food Chains,110162.0,0.0009168315753163523,37.2
02847,Homberg Drive,35.93989,-83.986,"4944 Kingston Pike, Knoxville, TN, 37919",4944 Kingston Pike,Knoxville,TN,37919,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
04182,Northshore Town Center,35.858817,-84.074776,"2082 Town Center Blvd, Knoxville, TN, 37922",2082 Town Center Blvd,Knoxville,TN,37922,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
02839,Emory Road,36.05036,-83.99361,"540 E Emory Rd, Powell, TN, 37849",540 E Emory Rd,Powell,TN,37849,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
01764,Hermitage,36.19121472,-86.61459628,"305 Old Lebanon Dirt Rd, Hermitage, TN, 37076",305 Old Lebanon Dirt Rd,Hermitage,TN,37076,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
01333,Rivergate,36.30151374,-86.69450441,"2000 Gallatin Pike N, Madison, TN, 37115",2000 Gallatin Pike N,Madison,TN,37115,Davidson,Chick-Fil-A,Food Chains,703953.0,0.000869376222560313,29.2
03105,Brainerd Village,35.012303,-85.212199,"5830 Brainerd Rd, Chattanooga, TN, 37411",5830 Brainerd Rd,Chattanooga,TN,37411,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
04738,West Broadway Avenue [Tn],35.732997,-83.995132,"1767 W Broadway Ave, Maryville, TN, 37801",1767 W Broadway Ave,Maryville,TN,37801,Blount,Chick-Fil-A,Food Chains,137605.0,0.0006976490679844482,35.9
80010,Middle Tennessee State University,35.848059,-86.366289,"1301 Main St, Murfreesboro, TN, 37132",1301 Main St,Murfreesboro,TN,37132,Rutherford,Chick-Fil-A,Food Chains,352182.0,0.0008319562044624654,33.3
01156,Oak Park Town Center,35.15447,-85.248178,"5740 Highway 153, Hixson, TN, 37343",5740 Highway 153,Hixson,TN,37343,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
04407,Wolfcreek,35.20404,-89.79295,"2881 N Germantown Pkwy, Memphis, TN, 38133",2881 N Germantown Pkwy,Memphis,TN,38133,Shelby,Chick-Fil-A,Food Chains,924454.0,0.0007680209074761967,34.9
00099,Hamilton Place,35.0347,-85.1588,"2100 Hamilton Place Blvd Ste 313, Chattanooga, TN, 37421",2100 Hamilton Place Blvd Ste 313,Chattanooga,TN,37421,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
03595,Memorial Blvd (Tn),35.88147,-86.38316,"2116 Memorial Blvd, Murfreesboro, TN, 37129",2116 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,Chick-Fil-A,Food Chains,352182.0,0.0008319562044624654,33.3
02869,Columbia (Tn),35.592628,-87.052409,"605 S James Campbell Blvd, Columbia, TN, 38401",605 S James Campbell Blvd,Columbia,TN,38401,Maury,Chick-Fil-A,Food Chains,104760.0,0.0005536464299350897,31.9
02955,Wilma Rudolph,36.597895,-87.286253,"3096 Wilma Rudolph Blvd, Clarksville, TN, 37040",3096 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,Chick-Fil-A,Food Chains,227900.0,0.0007591048705572619,36.2
00994,Kingston Overlook,35.90716013,-84.10653434,"9646 Kingston Pike, Knoxville, TN, 37922",9646 Kingston Pike,Knoxville,TN,37922,Knox,Chick-Fil-A,Food Chains,486677.0,0.0008321741113716079,29.1
00981,Germantown Pkwy,35.11552,-89.80068,"1230 S Germantown Rd, Germantown, TN, 38138",1230 S Germantown Rd,Germantown,TN,38138,Shelby,Chick-Fil-A,Food Chains,924454.0,0.0007680209074761967,34.9
01224,Murfreesboro Towne Centre,35.845898,-86.42731,"2005 Old Fort Pkwy, Murfreesboro, TN, 37129",2005 Old Fort Pkwy,Murfreesboro,TN,37129,Rutherford,Chick-Fil-A,Food Chains,352182.0,0.0008319562044624654,33.3
04121,Spring Hill In-Line Dt,35.777492,-86.915527,"4885 Main St, Spring Hill, TN, 37174",4885 Main St,Spring Hill,TN,37174,Williamson,Chick-Fil-A,Food Chains,255735.0,0.0009345611668328544,22.5
00192,Northgate Mall (Tn),35.130404,-85.239735,"209 Northgate Mall, Chattanooga, TN, 37415",209 Northgate Mall,Chattanooga,TN,37415,Hamilton,Chick-Fil-A,Food Chains,369135.0,0.00093732645238192,31.2
80337,Lee University,35.16433,-84.87106592,"1120 N Ocoee St, Cleveland, TN, 37311",1120 N Ocoee St,Cleveland,TN,37311,Bradley,Chick-Fil-A,Food Chains,110162.0,0.0009168315753163523,37.2
215,"Aloca, Tn",35.789527,-83.973793,"461 Marilyn Lane, Alcoa, TN, 37701",461 Marilyn Lane,Alcoa,TN,37701,Blount,The Honey Baked Ham Company,Food Chains,137605.0,0.0006976490679844482,35.9
208,Franklin,35.9651328,-86.8135308,"1709 Galleria Blvd, Franklin, TN, 37067",1709 Galleria Blvd,Franklin,TN,37067,Williamson,The Honey Baked Ham Company,Food Chains,255735.0,0.0009345611668328544,22.5
1538,Johnson City,36.357214,-82.39582,"3101 Browns MIll Rd, Johnson City, TN, 37604",3101 Browns MIll Rd,Johnson City,TN,37604,Washington,The Honey Baked Ham Company,Food Chains,134236.0,0.0009386453708394171,33.9
209,Chattanooga,35.032341,-85.154396,"2020 Gunbarrel Road, Chattanooga, TN, 37421",2020 Gunbarrel Road,Chattanooga,TN,37421,Hamilton,The Honey Baked Ham Company,Food Chains,369135.0,0.00093732645238192,31.2
206,Goodlettsville,36.302349,-86.702156,"803 Rivergate Pkwy, Goodlettsville, TN, 37072",803 Rivergate Pkwy,Goodlettsville,TN,37072,Davidson,The Honey Baked Ham Company,Food Chains,703953.0,0.000869376222560313,29.2
212,Brentwood - Tn,36.035179,-86.787674,"127 Franklin Road, Brentwood, TN, 37027",127 Franklin Road,Brentwood,TN,37027,Williamson,The Honey Baked Ham Company,Food Chains,255735.0,0.0009345611668328544,22.5
210,Memphis,35.172887,-89.793119,"1727 N Germantown Pkwy, Cordova, TN, 38016",1727 N Germantown Pkwy,Cordova,TN,38016,Shelby,The Honey Baked Ham Company,Food Chains,924454.0,0.0007680209074761967,34.9
1565,Cookeville,36.153603,-85.51535,"541 S Willow, Cookeville, TN, 38501",541 S Willow,Cookeville,TN,38501,Putnam,The Honey Baked Ham Company,Food Chains,81188.0,0.0011947578459870916,28.3
241,Collierville Kiosk,35.0453967,-89.6921239,"875 Poplar Avenue, Collierville, TN, 38017",875 Poplar Avenue,Collierville,TN,38017,Shelby,The Honey Baked Ham Company,Food Chains,924454.0,0.0007680209074761967,34.9
1914,"Lebanon, Tn",36.217374,-86.329784,"1427 West Main Street, Lebanon, TN, 37087",1427 West Main Street,Lebanon,TN,37087,Wilson,The Honey Baked Ham Company,Food Chains,151917.0,0.0008754780570969674,33.7
1911,"Murfreesboro, Tn",35.8871008,-86.3841086,"Irongate Village Shopping Center, Murfreesboro, TN, 37129",Irongate Village Shopping Center,Murfreesboro,TN,37129,Rutherford,The Honey Baked Ham Company,Food Chains,352182.0,0.0008319562044624654,33.3
201,Kingston Pike,35.935377,-83.998345,"7205 Kingston Pike, Knoxville, TN, 37919",7205 Kingston Pike,Knoxville,TN,37919,Knox,The Honey Baked Ham Company,Food Chains,486677.0,0.0008321741113716079,29.1
203,West End,36.144191,-86.8122,"2817 West End Avenue Suite 134, Nashville, TN, 37203",2817 West End Avenue Suite 134,Nashville,TN,37203,Davidson,The Honey Baked Ham Company,Food Chains,703953.0,0.000869376222560313,29.2
1658,"Pigeon Forge, Tn",35.803745,-83.568461,"2740 Teaster Lane, Pigeon Forge, TN, 37863",2740 Teaster Lane,Pigeon Forge,TN,37863,Sevier,The Honey Baked Ham Company,Food Chains,99517.0,0.0014871830943456897,44.0
202,Park,35.106507,-89.892408,"5081 Park Avenue, Memphis, TN, 38117",5081 Park Avenue,Memphis,TN,38117,Shelby,The Honey Baked Ham Company,Food Chains,924454.0,0.0007680209074761967,34.9
204,Bartlett,35.205138,-89.86282,"6010 Stage Road, Memphis, TN, 38134",6010 Stage Road,Memphis,TN,38134,Shelby,The Honey Baked Ham Company,Food Chains,924454.0,0.0007680209074761967,34.9
1534,Jackson,35.614517,-88.813947,"841 Vann Dr, Jackson, TN, 38305",841 Vann Dr,Jackson,TN,38305,Madison,The Honey Baked Ham Company,Food Chains,98775.0,0.0012655024044545685,40.2
1655,"Oak Ridge, Tn",36.02642,-84.239196,"870 Oak Ridge Turnpike, Oak Ridge, TN, 37830",870 Oak Ridge Turnpike,Oak Ridge,TN,37830,Anderson,The Honey Baked Ham Company,Food Chains,77576.0,0.0009023409301845932,33.5
211,Washington Pike,36.03471,-83.886569,"5308 Washington Pike, Knoxville, TN, 37924",5308 Washington Pike,Knoxville,TN,37924,Knox,The Honey Baked Ham Company,Food Chains,486677.0,0.0008321741113716079,29.1
242,Gallatin (Nashville) Kiosk,36.3592882,-86.4993566,"1545 Nashville Pike, Gallatin, TN, 37066",1545 Nashville Pike,Gallatin,TN,37066,Sumner,The Honey Baked Ham Company,Food Chains,200557.0,0.0007080281416255728,27.2
1636,"Cleveland, Tn",35.2158786,-84.8690221,"4454 Frontage Road Nw, Cleveland, TN, 37312",4454 Frontage Road Nw,Cleveland,TN,37312,Bradley,The Honey Baked Ham Company,Food Chains,110162.0,0.0009168315753163523,37.2
,Steak N Shake Clarksville,36.59766,-87.284241,"2819c Wilma Rudolph, Clarksville, TN, 37040",2819c Wilma Rudolph,Clarksville,TN,37040,Montgomery,Steak n Shake,Food Chains,227900.0,0.0007591048705572619,36.2
,Steak N Shake Madison,36.295769,-86.696938,"719 Myatt Drive, Madison, TN, 37115",719 Myatt Drive,Madison,TN,37115,Davidson,Steak n Shake,Food Chains,703953.0,0.000869376222560313,29.2
,Steak N Shake Hermitage,36.197071,-86.618027,"5000b Old Hickory Boulevard, Hermitage, TN, 37076",5000b Old Hickory Boulevard,Hermitage,TN,37076,Davidson,Steak n Shake,Food Chains,703953.0,0.000869376222560313,29.2
,Steak N Shake Hendersonville,36.313801,-86.595497,"207 N Anderson Lane, Hendersonville, TN, 37075",207 N Anderson Lane,Hendersonville,TN,37075,Sumner,Steak n Shake,Food Chains,200557.0,0.0007080281416255728,27.2
,Steak N Shake Cookeville,36.138351,-85.506706,"1125 Interstate Drive, Cookeville, TN, 38501",1125 Interstate Drive,Cookeville,TN,38501,Putnam,Steak n Shake,Food Chains,81188.0,0.0011947578459870916,28.3
,Steak N Shake Sevierville,35.836877,-83.571986,"1536 Parkway, Sevierville, TN, 37862",1536 Parkway,Sevierville,TN,37862,Sevier,Steak n Shake,Food Chains,99517.0,0.0014871830943456897,44.0
,Steak N Shake Powell,36.049835,-83.995348,"500 East Emory Road, Powell, TN, 37849",500 East Emory Road,Powell,TN,37849,Knox,Steak n Shake,Food Chains,486677.0,0.0008321741113716079,29.1
,Steak N Shake Antioch,36.04414,-86.659897,"5426 Target Drive, Antioch, TN, 37013",5426 Target Drive,Antioch,TN,37013,Davidson,Steak n Shake,Food Chains,703953.0,0.000869376222560313,29.2
,Steak N Shake Knoxville,35.90226,-84.153885,"310 Wild Geese Road, Knoxville, TN, 37922",310 Wild Geese Road,Knoxville,TN,37922,Knox,Steak n Shake,Food Chains,486677.0,0.0008321741113716079,29.1
,Steak N Shake Cleveland,35.205093,-84.849419,"220 Paul Huff Parkway, Cleveland, TN, 37312",220 Paul Huff Parkway,Cleveland,TN,37312,Bradley,Steak n Shake,Food Chains,110162.0,0.0009168315753163523,37.2
,Steak N Shake Murfreesboro,35.846939,-86.431839,"2091 Old Fort Parkway, Murfreesboro, TN, 37129",2091 Old Fort Parkway,Murfreesboro,TN,37129,Rutherford,Steak n Shake,Food Chains,352182.0,0.0008319562044624654,33.3
,Steak N Shake Chattanooga,35.03984,-85.14969,"2296 Gunbarrel Road, Chattanooga, TN, 37421",2296 Gunbarrel Road,Chattanooga,TN,37421,Hamilton,Steak n Shake,Food Chains,369135.0,0.00093732645238192,31.2
,Steak N Shake Franklin,35.912899,-86.818398,"4040 Carothers Parkway, Franklin, TN, 37067",4040 Carothers Parkway,Franklin,TN,37067,Williamson,Steak n Shake,Food Chains,255735.0,0.0009345611668328544,22.5
,Steak N Shake Mount Juliet,36.204399,-86.5186,"5006 Crossings Circle, Mount Juliet, TN, 37122",5006 Crossings Circle,Mount Juliet,TN,37122,Wilson,Steak n Shake,Food Chains,151917.0,0.0008754780570969674,33.7
,Steak N Shake Smyrna,35.966906,-86.495632,"951 Sgt Asbury Hawn Way, Smyrna, TN, 37167",951 Sgt Asbury Hawn Way,Smyrna,TN,37167,Rutherford,Steak n Shake,Food Chains,352182.0,0.0008319562044624654,33.3
,Steak n Shake Hermitage,36.197071,-86.618027,"5000b Old Hickory Boulevard, Hermitage, TN, 37076",5000b Old Hickory Boulevard,Hermitage,TN,37076,Davidson,Steak n Shake,Food Chains,703953.0,0.000869376222560313,29.2
1963,Arbys Bristol,36.5618719,-82.2085961,"1315 Volunteer Pkwy, Bristol, TN, 37620",1315 Volunteer Pkwy,Bristol,TN,37620,Sullivan,Arbys,Food Chains,159265.0,0.0009606630458669514,33.3
1766,Arbys Johnson City,36.3062177,-82.3404629,"1909 S Roan St, Johnson City, TN, 37601",1909 S Roan St,Johnson City,TN,37601,Washington,Arbys,Food Chains,134236.0,0.0009386453708394171,33.9
,Nourish Christian Market Place,36.3229013,-86.7008607,"Goodlettsville Family Dental Conference Dr, Goodlettsville, TN, 37072",Goodlettsville Family Dental Conference Dr,Goodlettsville,TN,37072,Davidson,Hungry Planet,Food Chains,703953.0,0.000869376222560313,29.2
,Gordon Food Service Store,36.5879599,-87.292222,"2809 Wilma Rudolph Blvd, Clarksville, TN, 37040",2809 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,Hungry Planet,Food Chains,227900.0,0.0007591048705572619,36.2
,Sprouts,35.0634402,-89.7572401,"3150 Village Shops Drive, Germantown, TN, 38138",3150 Village Shops Drive,Germantown,TN,38138,Shelby,Hungry Planet,Food Chains,924454.0,0.0007680209074761967,34.9
,Sprouts,36.0800339,-86.9491094,"7620 Highway 70 S, Nashville, TN, 37221",7620 Highway 70 S,Nashville,TN,37221,Davidson,Hungry Planet,Food Chains,703953.0,0.000869376222560313,29.2
,Natural Foods Market,36.3465578,-82.3996755,"3211 Peoples St, Johnson City, TN, 37604",3211 Peoples St,Johnson City,TN,37604,Washington,Hungry Planet,Food Chains,134236.0,0.0009386453708394171,33.9
,Gordon Food Service Store,35.9651818,-86.8184838,"95 Seaboard Ln, Brentwood, TN, 37027",95 Seaboard Ln,Brentwood,TN,37027,Williamson,Hungry Planet,Food Chains,255735.0,0.0009345611668328544,22.5
,Gordon Food Service Store,35.8556839,-86.4317791,"465 N Thompson Ln, Murfreesboro, TN, 37129",465 N Thompson Ln,Murfreesboro,TN,37129,Rutherford,Hungry Planet,Food Chains,352182.0,0.0008319562044624654,33.3
,Sprouts,35.2058544,-89.7613147,"9050 Hwy 64 Ste A, Arlington, TN, 38002",9050 Hwy 64 Ste A,Arlington,TN,38002,Shelby,Hungry Planet,Food Chains,924454.0,0.0007680209074761967,34.9
,Gordon Food Service Store,36.3005579,-86.7023167,"317 Bluebird Dr, Goodlettsville, TN, 37072",317 Bluebird Dr,Goodlettsville,TN,37072,Davidson,Hungry Planet,Food Chains,703953.0,0.000869376222560313,29.2
,Gordon Food Service Store,35.910059,-84.0924512,"9312 Kingston Pike, Knoxville, TN, 37922",9312 Kingston Pike,Knoxville,TN,37922,Knox,Hungry Planet,Food Chains,486677.0,0.0008321741113716079,29.1
,Sprouts,35.9153969,-86.8391881,"1010 Murfreesboro Road, Franklin, TN, 37064",1010 Murfreesboro Road,Franklin,TN,37064,Williamson,Hungry Planet,Food Chains,255735.0,0.0009345611668328544,22.5
,Village Market,35.048915,-85.0494098,"5001 University Dr, Collegedale, TN, 37315",5001 University Dr,Collegedale,TN,37315,Hamilton,Hungry Planet,Food Chains,369135.0,0.00093732645238192,31.2
,Sprouts,35.1153127,-89.9061639,"576 South Perkins Road, Memphis, TN, 38117",576 South Perkins Road,Memphis,TN,38117,Shelby,Hungry Planet,Food Chains,924454.0,0.0007680209074761967,34.9
,Sprouts,35.8810983,-86.3857196,"143 Wendelwood Dr, Murfreesboro, TN, 37129",143 Wendelwood Dr,Murfreesboro,TN,37129,Rutherford,Hungry Planet,Food Chains,352182.0,0.0008319562044624654,33.3
7979,Arbys Murfreesboro,35.8078671,-86.3967846,"2441 South Church St, Murfreesboro, TN, 37127",2441 South Church St,Murfreesboro,TN,37127,Rutherford,Arbys,Food Chains,352182.0,0.0008319562044624654,33.3
3758672,Qdoba Kingston Pike,35.9306304,-84.03131515,"7339 Kingston Pike, Knoxville, TN, 37919",7339 Kingston Pike,Knoxville,TN,37919,Knox,Qdoba,Food Chains,486677.0,0.0008321741113716079,29.1
3758162,Qdoba Ut Knoxville,35.956279,-83.928201,"1502 Cumberland Ave Student Union Bldg, Knoxville, TN, 37996",1502 Cumberland Ave Student Union Bldg,Knoxville,TN,37996,Knox,Qdoba,Food Chains,486677.0,0.0008321741113716079,29.1
1066,White Castle Clarksville,36.594326,-87.288977,"3060 Wilma Rudolph Blvd, Clarksville, TN, 37040",3060 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,White Castle,Food Chains,227900.0,0.0007591048705572619,36.2
288,White Castle Nashville,36.110476,-86.745468,"2901 Nolensville Rd, Nashville, TN, 37211",2901 Nolensville Rd,Nashville,TN,37211,Davidson,White Castle,Food Chains,703953.0,0.000869376222560313,29.2
680,White Castle Nashville,36.156277,-86.790459,"1404 Broadway, Nashville, TN, 37203",1404 Broadway,Nashville,TN,37203,Davidson,White Castle,Food Chains,703953.0,0.000869376222560313,29.2
20507,Cold Stone Creamery Store 20507,36.04195092,-86.77937507,"782 Old Hickory Blvd Ste 119, Brentwood, TN, 37027",782 Old Hickory Blvd Ste 119,Brentwood,TN,37027,Williamson,Cold Stone Creamery,Food Chains,255735.0,0.0009345611668328544,22.5
21839,Cold Stone Creamery Store 21839,36.6244939,-87.319775,"1780-C Tiny Town Rd, Clarksville, TN, 37042",1780-C Tiny Town Rd,Clarksville,TN,37042,Montgomery,Cold Stone Creamery,Food Chains,227900.0,0.0007591048705572619,36.2
23776,Cold Stone Creamery Store 23776,36.1367168,-86.8851126,"6702 Charlotte Pike Ste 104, Nashville, TN, 37209",6702 Charlotte Pike Ste 104,Nashville,TN,37209,Davidson,Cold Stone Creamery,Food Chains,703953.0,0.000869376222560313,29.2
20595,Cold Stone Creamery Store 20595,35.055649,-85.312365,"100 Chestnut Street Ste A, Chattanooga, TN, 37402",100 Chestnut Street Ste A,Chattanooga,TN,37402,Hamilton,Cold Stone Creamery,Food Chains,369135.0,0.00093732645238192,31.2
